position,player,team,age,total_value,avg_year,total_guaranteed,fully_guaranteed,free_agency,MAX,MIN,sum,sumif,sumifs,If,ifs,len,left,right,trim,concatenate,substitute,substitute,xlookup,vlookup
3-4-outside-linebacker,Tyus Bowser,Ravens,24,5575506,1393877,3378326,3378326,2021 UFA,,,,,,Young,#N/A,11,Tyus B,avens,Tyus Bowser,Redskins - Ryan Anderson,Redskins - Ryan Anderson,,,
3-4-outside-linebacker,Ryan Anderson,Redskins,25,5324722,1331181,3184557,3184557,2021 UFA,,,,,,Young,#N/A,13,Ryan A,skins,Ryan Anderson,Ravens - Shane Ray,Ravens - Shane Ray,,,
3-4-outside-linebacker,Shane Ray,Ravens,26,1200000,1200000,200000,200000,2020 UFA,,,,,,Young,#N/A,9,Shane ,avens,Shane Ray,Cardinals - Zach Allen,Cardinals - Zach Allen,,,
3-4-outside-linebacker,Zach Allen,Cardinals,0,4293762,1073441,1142736,1142736,2023 UFA,,,,,,Young,#N/A,10,Zach A,inals,Zach Allen,Chiefs - Frank Clark,Chiefs - Frank Clark,,,
4-3-defensive-end,Frank Clark,Chiefs,26,104000000,20800000,62305000,43805000,2024 UFA,,,,,,Young,#N/A,11,Frank ,hiefs,Frank Clark,Lions - Trey Flowers,Lions - Trey Flowers,,,
4-3-defensive-end,Trey Flowers,Lions,26,90000000,18000000,56000000,50000000,2024 UFA,,,,,,Young,#N/A,12,Trey F,Lions,Trey Flowers,49ers - Dee Ford,49ers - Dee Ford,,,
4-3-defensive-end,Dee Ford,49ers,28,85000000,17000000,45000000,19750000,2024 UFA,,,,,,Young,#N/A,8,Dee Fo,49ers,Dee Ford,Browns - Olivier Vernon,Browns - Olivier Vernon,,,
4-3-defensive-end,Olivier Vernon,Browns,29,85000000,17000000,52500000,40000000,2021 UFA,,,,,,Young,#N/A,14,Olivie,rowns,Olivier Vernon,Cowboys - Demarcus Lawrence,Cowboys - Demarcus Lawrence,,,
edge-rusher,Demarcus Lawrence,Cowboys,27,105000000,21000000,65000000,48000000,2024 UFA,,,,,,Young,#N/A,17,Demarc,wboys,Demarcus Lawrence,Chiefs - Frank Clark,Chiefs - Frank Clark,,,
edge-rusher,Frank Clark,Chiefs,26,104000000,20800000,62305000,43805000,2024 UFA,,,,,,Young,#N/A,11,Frank ,hiefs,Frank Clark,Broncos - Von Miller,Broncos - Von Miller,,,
edge-rusher,Von Miller,Broncos,30,114500000,19083333,70000000,42000000,2022 UFA,,,,,,Young,Thirty,10,Von Mi,oncos,Von Miller,Lions - Trey Flowers,Lions - Trey Flowers,,,
edge-rusher,Trey Flowers,Lions,26,90000000,18000000,56000000,50000000,2024 UFA,,,,,,Young,#N/A,12,Trey F,Lions,Trey Flowers,49ers - Dee Ford,49ers - Dee Ford,,,
edge-rusher,Dee Ford,49ers,28,85000000,17000000,45000000,19750000,2024 UFA,,,,,,Young,#N/A,8,Dee Fo,49ers,Dee Ford,Browns - Olivier Vernon,Browns - Olivier Vernon,,,
edge-rusher,Olivier Vernon,Browns,29,85000000,17000000,52500000,40000000,2021 UFA,,,,,,Young,#N/A,14,Olivie,rowns,Olivier Vernon,Saints - Michael Ola,Saints - Michael Ola,,,
right-tackle,Michael Ola,Saints,31,805000,805000,0,0,2020 UFA,,,,,,old,#N/A,11,Michae,aints,Michael Ola,Colts - Le’Raven Clark,Colts - LeaRaven Clark,,,
right-tackle,Le’Raven Clark,Colts,26,3142732,785683,733732,733732,2020 UFA,,,,,,Young,#N/A,16,Le’R,Colts,Le’Raven Clark,Jaguars - Will Richardson,Jaguars - Will Richardson,,,
right-tackle,Will Richardson,Jaguars,23,3062792,765698,602792,602792,2022 UFA,,,,,,Young,#N/A,15,Will R,guars,Will Richardson,Panthers - Ian Silberman,Panthers - Ian Silberman,,,
right-tackle,Ian Silberman,Panthers,27,720000,720000,0,0,2020 ERFA,,,,,,Young,#N/A,13,Ian Si,thers,Ian Silberman,Jaguars - Leonard Wester,Jaguars - Leonard Wester,,,
right-tackle,Leonard Wester,Jaguars,26,720000,720000,0,0,2020 UFA,,,,,,Young,#N/A,14,Leonar,guars,Leonard Wester,Jets - Quinnen Williams,Jets - Quinnen Williams,,,
3-4-defensive-end,Quinnen Williams,Jets,0,32529380,8132345,0,0,2020 ERFA,,,,,,Young,#N/A,16,Quinne,Jets,Quinnen Williams,Redskins - Matthew Ioannidis,Redskins - Matthew Ioannidis,,,
3-4-defensive-end,Matthew Ioannidis,Redskins,25,21750000,7250000,14000000,11225000,2023 UFA,,,,,,Young,#N/A,17,Matthe,skins,Matthew Ioannidis,Titans - DaQuan Jones,Titans - DaQuan Jones,,,
3-4-defensive-end,DaQuan Jones,Titans,28,21000000,7000000,14000000,14000000,2021 UFA,,,,,,Young,#N/A,12,DaQuan,itans,DaQuan Jones,Jets - Leonard Williams,Jets - Leonard Williams,,,
3-4-defensive-end,Leonard Williams,Jets,25,18630868,4657717,18630868,18630868,2020 UFA,,,,,,Young,#N/A,16,Leonar,Jets,Leonard Williams,Texans - Angelo Blackson,Texans - Angelo Blackson,,,
3-4-defensive-end,Angelo Blackson,Texans,27,12000000,4000000,3500000,3500000,2022 UFA,,,,,,Young,#N/A,15,Angelo,exans,Angelo Blackson,Rams - Aaron Donald,Rams - Aaron Donald,,,
interior-defensive-line,Aaron Donald,Rams,28,135000000,22500000,86892000,50000000,2025 UFA,,,,,,Young,#N/A,12,Aaron ,Rams,Aaron Donald,Colts - Justin Houston,Colts - Justin Houston,,,
linebacker,Justin Houston,Colts,30,23000000,11500000,18500000,15000000,2021 UFA,,,,,,Young,Thirty,14,Justin,Colts,Justin Houston,Jaguars - Telvin Smith,Jaguars - Telvin Smith,,,
linebacker,Telvin Smith,Jaguars,28,44400000,11100000,20457059,15457059,2022 UFA,,,,,,Young,#N/A,12,Telvin,guars,Telvin Smith,Seahawks - Bobby Wagner,Seahawks - Bobby Wagner,,,
linebacker,Bobby Wagner,Seahawks,29,43000000,10750000,21977427,8977427,2020 UFA,,,,,,Young,#N/A,12,Bobby ,hawks,Bobby Wagner,Giants - Alec Ogletree,Giants - Alec Ogletree,,,
linebacker,Alec Ogletree,Giants,28,42000000,10500000,31369000,18907529,2022 UFA,,,,,,Young,#N/A,13,Alec O,iants,Alec Ogletree,Buccaneers - Lavonte David,Buccaneers - Lavonte David,,,
linebacker,Lavonte David,Buccaneers,29,50250000,10050000,25556709,10738418,2021 UFA,,,,,,Young,#N/A,13,Lavont,neers,Lavonte David,Texans - Benardrick McKinney,Texans - Benardrick McKinney,,,
linebacker,Benardrick McKinney,Texans,27,50000000,10000000,22163880,16163880,2024 UFA,,,,,,Young,#N/A,19,Benard,exans,Benardrick McKinney,Bills - Star Lotulelei,Bills - Star Lotulelei,,,
4-3-defensive-tackle,Star Lotulelei,Bills,30,50000000,10000000,25000000,18500000,2023 UFA,,,,,,Young,Thirty,14,Star L,Bills,Star Lotulelei,Eagles - Malik Jackson,Eagles - Malik Jackson,,,
4-3-defensive-tackle,Malik Jackson,Eagles,29,30000000,10000000,17000000,17000000,2022 Void,,,,,,Young,#N/A,13,Malik ,agles,Malik Jackson,Panthers - Dontari Poe,Panthers - Dontari Poe,,,
4-3-defensive-tackle,Dontari Poe,Panthers,29,28000000,9333333,13300000,10800000,2021 UFA,,,,,,Young,#N/A,11,Dontar,thers,Dontari Poe,Lions - Damon Harrison,Lions - Damon Harrison,,,
4-3-defensive-tackle,Damon Harrison,Lions,31,46250000,9250000,24000000,20000000,2021 UFA,,,,,,old,#N/A,14,Damon ,Lions,Damon Harrison,Eagles - Brandon Graham,Eagles - Brandon Graham,,,
defensive-line,Brandon Graham,Eagles,31,40000000,13333333,27000000,27000000,2024 UFA,,,,,,old,#N/A,14,Brando,agles,Brandon Graham,Vikings - Linval Joseph,Vikings - Linval Joseph,,,
defensive-line,Linval Joseph,Vikings,31,50000000,12500000,31500000,11150000,2023 UFA,,,,,,old,#N/A,13,Linval,kings,Linval Joseph,Browns - Sheldon Richardson,Browns - Sheldon Richardson,,,
defensive-line,Sheldon Richardson,Browns,29,37000000,12333333,21500000,15000000,2022 UFA,,,,,,Young,#N/A,18,Sheldo,rowns,Sheldon Richardson,Steelers - Stephon Tuitt,Steelers - Stephon Tuitt,,,
defensive-line,Stephon Tuitt,Steelers,26,60000000,12000000,14000000,14000000,2023 UFA,,,,,,Young,#N/A,13,Stepho,elers,Stephon Tuitt,Bears - Akiem Hicks,Bears - Akiem Hicks,,,
defensive-line,Akiem Hicks,Bears,30,48000000,12000000,30000000,22000000,2022 UFA,,,,,,Young,Thirty,11,Akiem ,Bears,Akiem Hicks,"Rams - Dante Fowler, Jr.","Rams - Dante Fowler, Jr.",,,
defensive-line,"Dante Fowler, Jr.",Rams,25,12000000,12000000,12000000,12000000,2020 UFA,,,,,,Young,#N/A,17,Dante ,Rams,"Dante Fowler, Jr.",Jets - Jachai Polite,Jets - Jachai Polite,,,
3-4-outside-linebacker,Jachai Polite,Jets,0,4265902,1066476,1122472,1122472,2023 UFA,,,,,,Young,#N/A,13,Jachai,Jets,Jachai Polite,Ravens - Pernell McPhee,Ravens - Pernell McPhee,,,
3-4-outside-linebacker,Pernell McPhee,Ravens,31,1030000,1030000,100000,100000,2020 UFA,,,,,,old,#N/A,14,Pernel,avens,Pernell McPhee,Giants - Lorenzo Carter,Giants - Lorenzo Carter,,,
3-4-outside-linebacker,Lorenzo Carter,Giants,24,4083482,1020871,1049804,1049804,2022 UFA,,,,,,Young,#N/A,14,Lorenz,iants,Lorenzo Carter,Ravens - Jaylon Ferguson,Ravens - Jaylon Ferguson,,,
3-4-outside-linebacker,Jaylon Ferguson,Ravens,0,3654808,913702,903308,903308,2023 UFA,,,,,,Young,#N/A,15,Jaylon,avens,Jaylon Ferguson,Ravens - Tim Williams,Ravens - Tim Williams,,,
3-4-outside-linebacker,Tim Williams,Ravens,26,3397180,849295,856680,856680,2021 UFA,,,,,,Young,#N/A,12,Tim Wi,avens,Tim Williams,Chargers - Melvin Ingram,Chargers - Melvin Ingram,,,
4-3-defensive-end,Melvin Ingram,Chargers,30,64000000,16000000,42000000,34000000,2021 UFA,,,,,,Young,Thirty,13,Melvin,rgers,Melvin Ingram,Buccaneers - Jason Pierre-Paul,Buccaneers - Jason Pierre-Paul,,,
4-3-defensive-end,Jason Pierre-Paul,Buccaneers,30,62000000,15000000,40000000,29000000,2021 UFA,,,,,,Young,Thirty,17,Jason ,neers,Jason Pierre-Paul,Jaguars - Calais Campbell,Jaguars - Calais Campbell,,,
4-3-defensive-end,Calais Campbell,Jaguars,33,60000000,15000000,30000000,30000000,2021 UFA,,,,,,old,#N/A,15,Calais,guars,Calais Campbell,Vikings - Everson Griffen,Vikings - Everson Griffen,,,
4-3-defensive-end,Everson Griffen,Vikings,32,58000000,14500000,34000000,18800000,2023 UFA,,,,,,old,#N/A,15,Everso,kings,Everson Griffen,Vikings - Danielle Hunter,Vikings - Danielle Hunter,,,
4-3-defensive-end,Danielle Hunter,Vikings,25,72000000,14400000,40007000,16907000,2024 UFA,,,,,,Young,#N/A,15,Daniel,kings,Danielle Hunter,Chargers - Melvin Ingram,Chargers - Melvin Ingram,,,
edge-rusher,Melvin Ingram,Chargers,30,64000000,16000000,42000000,34000000,2021 UFA,,,,,,Young,Thirty,13,Melvin,rgers,Melvin Ingram,Texans - Jadeveon Clowney,Texans - Jadeveon Clowney,,,
edge-rusher,Jadeveon Clowney,Texans,26,15967200,15967200,15967200,0,2020 UFA,,,,,,Young,#N/A,16,Jadeve,exans,Jadeveon Clowney,Buccaneers - Jason Pierre-Paul,Buccaneers - Jason Pierre-Paul,,,
edge-rusher,Jason Pierre-Paul,Buccaneers,30,62000000,15000000,40000000,29000000,2021 UFA,,,,,,Young,Thirty,17,Jason ,neers,Jason Pierre-Paul,Jaguars - Calais Campbell,Jaguars - Calais Campbell,,,
edge-rusher,Calais Campbell,Jaguars,33,60000000,15000000,30000000,30000000,2021 UFA,,,,,,old,#N/A,15,Calais,guars,Calais Campbell,Vikings - Everson Griffen,Vikings - Everson Griffen,,,
edge-rusher,Everson Griffen,Vikings,32,58000000,14500000,34000000,18800000,2023 UFA,,,,,,old,#N/A,15,Everso,kings,Everson Griffen,Vikings - Danielle Hunter,Vikings - Danielle Hunter,,,
edge-rusher,Danielle Hunter,Vikings,25,72000000,14400000,40007000,16907000,2024 UFA,,,,,,Young,#N/A,15,Daniel,kings,Danielle Hunter,Cowboys - Zack Martin,Cowboys - Zack Martin,,,
right-guard,Zack Martin,Cowboys,29,84000000,14000000,40000000,32000000,2025 UFA,,,,,,Young,#N/A,11,Zack M,wboys,Zack Martin,Giants - Kevin Zeitler,Giants - Kevin Zeitler,,,
right-guard,Kevin Zeitler,Giants,29,60000000,12000000,31500000,23000000,2022 UFA,,,,,,Young,#N/A,13,Kevin ,iants,Kevin Zeitler,Panthers - Trai Turner,Panthers - Trai Turner,,,
right-guard,Trai Turner,Panthers,26,45000000,11250000,20500000,15797000,2022 UFA,,,,,,Young,#N/A,11,Trai T,thers,Trai Turner,Rams - David Edwards,Rams - David Edwards,,,
right-tackle,David Edwards,Rams,0,2784524,696131,0,0,2020 ERFA,,,,,,Young,#N/A,13,David ,Rams,David Edwards,Giants - Brian Mihalik,Giants - Brian Mihalik,,,
right-tackle,Brian Mihalik,Giants,27,1350000,675000,0,0,2020 UFA,,,,,,Young,#N/A,13,Brian ,iants,Brian Mihalik,Vikings - Olisaemeka Udoh,Vikings - Olisaemeka Udoh,,,
right-tackle,Olisaemeka Udoh,Vikings,0,2687600,671900,167600,167600,2023 UFA,,,,,,Young,#N/A,15,Olisae,kings,Olisaemeka Udoh,Dolphins - Isaiah Prince,Dolphins - Isaiah Prince,,,
right-tackle,Isaiah Prince,Dolphins,0,2670320,667580,150320,150320,2023 UFA,,,,,,Young,#N/A,13,Isaiah,phins,Isaiah Prince,Panthers - Dennis Daley,Panthers - Dennis Daley,,,
right-tackle,Dennis Daley,Panthers,0,2647840,661960,127840,127840,2023 UFA,,,,,,Young,#N/A,12,Dennis,thers,Dennis Daley,Giants - George Asafo-Adjei,Giants - George Asafo-Adjei,,,
right-tackle,George Asafo-Adjei,Giants,0,2612368,653092,92368,92368,2023 UFA,,,,,,Young,#N/A,18,George,iants,George Asafo-Adjei,Bears - Rashaad Coward,Bears - Rashaad Coward,,,
right-tackle,Rashaad Coward,Bears,25,645000,645000,0,0,2020 RFA,,,,,,Young,#N/A,14,Rashaa,Bears,Rashaad Coward,Jets - Brandon Shell,Jets - Brandon Shell,,,
right-tackle,Brandon Shell,Jets,27,2575968,643992,235968,235968,2020 UFA,,,,,,Young,#N/A,13,Brando,Jets,Brandon Shell,Titans - Jeffery Simmons,Titans - Jeffery Simmons,,,
3-4-defensive-end,Jeffery Simmons,Titans,22,12663754,3165939,12663754,12663754,2023 UFA,,,,,,Young,#N/A,15,Jeffer,itans,Jeffery Simmons,Broncos - Shelby Harris,Broncos - Shelby Harris,,,
3-4-defensive-end,Shelby Harris,Broncos,28,3095000,3095000,0,0,2020 UFA,,,,,,Young,#N/A,13,Shelby,oncos,Shelby Harris,Redskins - Jonathan Allen,Redskins - Jonathan Allen,,,
3-4-defensive-end,Jonathan Allen,Redskins,24,11596600,2899150,11596600,11596600,2021 UFA,,,,,,Young,#N/A,14,Jonath,skins,Jonathan Allen,Steelers - Tyson Alualu,Steelers - Tyson Alualu,,,
3-4-defensive-end,Tyson Alualu,Steelers,32,5750000,2875000,1750000,1750000,2021 UFA,,,,,,old,#N/A,12,Tyson ,elers,Tyson Alualu,Broncos - Zach Kerr,Broncos - Zach Kerr,,,
3-4-defensive-end,Zach Kerr,Broncos,29,5000000,2500000,600000,600000,2021 UFA,,,,,,Young,#N/A,9,Zach K,oncos,Zach Kerr,Browns - Carl Davis,Browns - Carl Davis,,,
3-4-defensive-end,Carl Davis,Browns,27,2000000,2000000,400000,400000,2020 UFA,,,,,,Young,#N/A,10,Carl D,rowns,Carl Davis,Eagles - Fletcher Cox,Eagles - Fletcher Cox,,,
interior-defensive-line,Fletcher Cox,Eagles,29,102600000,17100000,63299000,36299000,2023 Void,,,,,,Young,#N/A,12,Fletch,agles,Fletcher Cox,Texans - J.J. Watt,Texans - J.J. Watt,,,
interior-defensive-line,J.J. Watt,Texans,30,100000000,16666667,51876385,20876385,2022 UFA,,,,,,Young,Thirty,9,J.J. W,exans,J.J. Watt,Vikings - Eric Kendricks,Vikings - Eric Kendricks,,,
linebacker,Eric Kendricks,Vikings,27,50000000,10000000,22938080,11638080,2024 UFA,,,,,,Young,#N/A,14,Eric K,kings,Eric Kendricks,Browns - Christian Kirksey,Browns - Christian Kirksey,,,
linebacker,Christian Kirksey,Browns,27,38000000,9500000,20000000,14797000,2022 UFA,,,,,,Young,#N/A,17,Christ,rowns,Christian Kirksey,Chiefs - Anthony Hitchens,Chiefs - Anthony Hitchens,,,
linebacker,Anthony Hitchens,Chiefs,27,45000000,9000000,25090000,21290000,2023 UFA,,,,,,Young,#N/A,16,Anthon,hiefs,Anthony Hitchens,Patriots - Dont’a Hightower,Patriots - Dontaa Hightower,,,
linebacker,Dont’a Hightower,Patriots,29,35500000,8875000,19000000,17000000,2021 UFA,,,,,,Young,#N/A,18,Dont�,riots,Dont’a Hightower,Cardinals - Jordan Hicks,Cardinals - Jordan Hicks,,,
linebacker,Jordan Hicks,Cardinals,27,34000000,8500000,20000000,17000000,2023 UFA,,,,,,Young,#N/A,12,Jordan,inals,Jordan Hicks,Buccaneers - Ndamukong Suh,Buccaneers - Ndamukong Suh,,,
4-3-defensive-tackle,Ndamukong Suh,Buccaneers,32,9250000,9250000,9250000,9250000,2020 UFA,,,,,,old,#N/A,13,Ndamuk,neers,Ndamukong Suh,Chargers - Brandon Mebane,Chargers - Brandon Mebane,,,
4-3-defensive-tackle,Brandon Mebane,Chargers,34,10550000,5275000,7000000,5250000,2021 UFA,,,,,,old,#N/A,14,Brando,rgers,Brandon Mebane,Cardinals - Darius Philon,Cardinals - Darius Philon,,,
4-3-defensive-tackle,Darius Philon,Cardinals,25,10000000,5000000,5000000,5000000,2021 UFA,,,,,,Young,#N/A,13,Darius,inals,Darius Philon,Saints - Malcom Brown,Saints - Malcom Brown,,,
4-3-defensive-tackle,Malcom Brown,Saints,25,15000000,5000000,5500000,7500000,2022 UFA,,,,,,Young,#N/A,12,Malcom,aints,Malcom Brown,Bills - Ed Oliver,Bills - Ed Oliver,,,
4-3-defensive-tackle,Ed Oliver,Bills,0,19675154,4918789,19675154,19675154,2023 UFA,,,,,,Young,#N/A,9,Ed Oli,Bills,Ed Oliver,49ers - DeForest Buckner,49ers - DeForest Buckner,,,
4-3-defensive-tackle,DeForest Buckner,49ers,25,18190990,4547748,18190990,18190990,2021 UFA,,,,,,Young,#N/A,16,DeFore,49ers,DeForest Buckner,Rams - Michael Brockers,Rams - Michael Brockers,,,
defensive-line,Michael Brockers,Rams,29,33250000,11083333,24396000,18146000,2020 UFA,,,,,,Young,#N/A,16,Michae,Rams,Michael Brockers,Saints - Cameron Jordan,Saints - Cameron Jordan,,,
defensive-line,Cameron Jordan,Saints,30,55000000,11000000,33469000,22969000,2021 UFA,,,,,,Young,Thirty,14,Camero,aints,Cameron Jordan,Bills - Jerry Hughes,Bills - Jerry Hughes,,,
defensive-line,Jerry Hughes,Bills,31,21500000,10750000,19750000,19750000,2022 UFA,,,,,,old,#N/A,12,Jerry ,Bills,Jerry Hughes,Bears - Eddie Goldman,Bears - Eddie Goldman,,,
defensive-line,Eddie Goldman,Bears,25,42040000,10510000,25000000,17250000,2023 UFA,,,,,,Young,#N/A,13,Eddie ,Bears,Eddie Goldman,Ravens - Brandon Williams,Ravens - Brandon Williams,,,
defensive-line,Brandon Williams,Ravens,30,52500000,10500000,27500000,24500000,2022 UFA,,,,,,Young,Thirty,16,Brando,avens,Brandon Williams,Steelers - Cameron Heyward,Steelers - Cameron Heyward,,,
defensive-line,Cameron Heyward,Steelers,30,52281000,10456200,16000000,16000000,2021 UFA,,,,,,Young,Thirty,15,Camero,elers,Cameron Heyward,Packers - Mike Daniels,Packers - Mike Daniels,,,
defensive-line,Mike Daniels,Packers,30,41000000,10250000,12000000,12000000,2020 UFA,,,,,,Young,Thirty,12,Mike D,ckers,Mike Daniels,Jaguars - Andrew Norwell,Jaguars - Andrew Norwell,,,
left-guard,Andrew Norwell,Jaguars,28,66500000,13300000,30000000,30000000,2023 UFA,,,,,,Young,#N/A,14,Andrew,guars,Andrew Norwell,Giants - Oshane Ximines,Giants - Oshane Ximines,,,
3-4-outside-linebacker,Oshane Ximines,Giants,0,3366848,841712,0,0,2020 ERFA,,,,,,Young,#N/A,14,Oshane,iants,Oshane Ximines,Dolphins - Jayrone Elliott,Dolphins - Jayrone Elliott,,,
3-4-outside-linebacker,Jayrone Elliott,Dolphins,28,795000,795000,100000,75000,2020 UFA,,,,,,Young,#N/A,15,Jayron,phins,Jayrone Elliott,Packers - Kyler Fackrell,Packers - Kyler Fackrell,,,
3-4-outside-linebacker,Kyler Fackrell,Packers,28,3135828,783957,694048,694048,2020 UFA,,,,,,Young,#N/A,14,Kyler ,ckers,Kyler Fackrell,Jets - Jordan Jenkins,Jets - Jordan Jenkins,,,
3-4-outside-linebacker,Jordan Jenkins,Jets,25,3123920,780980,723920,723920,2020 UFA,,,,,,Young,#N/A,14,Jordan,Jets,Jordan Jenkins,Rams - Samson Ebukam,Rams - Samson Ebukam,,,
3-4-outside-linebacker,Samson Ebukam,Rams,24,3007012,751753,607012,607012,2021 UFA,,,,,,Young,#N/A,13,Samson,Rams,Samson Ebukam,Broncos - Justin Hollins,Broncos - Justin Hollins,,,
3-4-outside-linebacker,Justin Hollins,Broncos,0,2826896,706724,306896,306896,2023 UFA,,,,,,Young,#N/A,14,Justin,oncos,Justin Hollins,Packers - Jimmy Graham,Packers - Jimmy Graham,,,
tight-end,Jimmy Graham,Packers,33,30000000,10000000,11000000,11000000,2021 UFA,,,,,,old,#N/A,12,Jimmy ,ckers,Jimmy Graham,Bengals - Carlos Dunlap,Bengals - Carlos Dunlap,,,
4-3-defensive-end,Carlos Dunlap,Bengals,30,40500000,13500000,22000000,18000000,2022 UFA,,,,,,Young,Thirty,13,Carlos,ngals,Carlos Dunlap,Eagles - Brandon Graham,Eagles - Brandon Graham,,,
4-3-defensive-end,Brandon Graham,Eagles,31,40000000,13333333,27000000,27000000,2024 UFA,,,,,,old,#N/A,14,Brando,agles,Brandon Graham,"Rams - Dante Fowler, Jr.","Rams - Dante Fowler, Jr.",,,
4-3-defensive-end,"Dante Fowler, Jr.",Rams,25,12000000,12000000,12000000,12000000,2020 UFA,,,,,,Young,#N/A,17,Dante ,Rams,"Dante Fowler, Jr.",Saints - Cameron Jordan,Saints - Cameron Jordan,,,
4-3-defensive-end,Cameron Jordan,Saints,30,55000000,11000000,33469000,22969000,2021 UFA,,,,,,Young,Thirty,14,Camero,aints,Cameron Jordan,Bills - Jerry Hughes,Bills - Jerry Hughes,,,
4-3-defensive-end,Jerry Hughes,Bills,31,21500000,10750000,19750000,19750000,2022 UFA,,,,,,old,#N/A,12,Jerry ,Bills,Jerry Hughes,Titans - Taylor Lewan,Titans - Taylor Lewan,,,
left-tackle,Taylor Lewan,Titans,28,80000000,16000000,50000000,34000000,2024 UFA,,,,,,Young,#N/A,12,Taylor,itans,Taylor Lewan,Bengals - Carlos Dunlap,Bengals - Carlos Dunlap,,,
edge-rusher,Carlos Dunlap,Bengals,30,40500000,13500000,22000000,18000000,2022 UFA,,,,,,Young,Thirty,13,Carlos,ngals,Carlos Dunlap,Eagles - Brandon Graham,Eagles - Brandon Graham,,,
edge-rusher,Brandon Graham,Eagles,31,40000000,13333333,27000000,27000000,2024 UFA,,,,,,old,#N/A,14,Brando,agles,Brandon Graham,Packers - Preston Smith,Packers - Preston Smith,,,
edge-rusher,Preston Smith,Packers,27,52000000,13000000,16000000,16000000,2023 UFA,,,,,,Young,#N/A,13,Presto,ckers,Preston Smith,"Rams - Dante Fowler, Jr.","Rams - Dante Fowler, Jr.",,,
edge-rusher,"Dante Fowler, Jr.",Rams,25,12000000,12000000,12000000,12000000,2020 UFA,,,,,,Young,#N/A,17,Dante ,Rams,"Dante Fowler, Jr.",Redskins - Ryan Kerrigan,Redskins - Ryan Kerrigan,,,
edge-rusher,Ryan Kerrigan,Redskins,31,57500000,11500000,23788000,23788000,2021 UFA,,,,,,old,#N/A,13,Ryan K,skins,Ryan Kerrigan,Bears - Eddie Goldman,Bears - Eddie Goldman,,,
3-4-defensive-tackle,Eddie Goldman,Bears,25,42040000,10510000,25000000,17250000,2023 UFA,,,,,,Young,#N/A,13,Eddie ,Bears,Eddie Goldman,Redskins - Da’Ron Payne,Redskins - DaaRon Payne,,,
3-4-defensive-tackle,Da’Ron Payne,Redskins,22,14418360,3604590,14418360,14418360,2022 UFA,,,,,,Young,#N/A,14,Da’R,skins,Da’Ron Payne,Raiders - Gabe Jackson,Raiders - Gabe Jackson,,,
right-guard,Gabe Jackson,Raiders,28,55000000,11000000,25750000,16500000,2023 UFA,,,,,,Young,#N/A,12,Gabe J,iders,Gabe Jackson,Steelers - David DeCastro,Steelers - David DeCastro,,,
right-guard,David DeCastro,Steelers,29,50000000,10000000,16000000,16000000,2022 UFA,,,,,,Young,#N/A,14,David ,elers,David DeCastro,Ravens - Marshal Yanda,Ravens - Marshal Yanda,,,
right-guard,Marshal Yanda,Ravens,35,10000000,10000000,10000000,10000000,2021 UFA,,,,,,old,#N/A,13,Marsha,avens,Marshal Yanda,Cardinals - Justin Pugh,Cardinals - Justin Pugh,,,
right-guard,Justin Pugh,Cardinals,29,45025000,9005000,18750000,13000000,2023 UFA,,,,,,Young,#N/A,11,Justin,inals,Justin Pugh,Patriots - Shaquille Mason,Patriots - Shaquille Mason,,,
right-guard,Shaquille Mason,Patriots,26,45000000,9000000,23500000,23500000,2024 UFA,,,,,,Young,#N/A,15,Shaqui,riots,Shaquille Mason,Saints - Larry Warford,Saints - Larry Warford,,,
right-guard,Larry Warford,Saints,28,34000000,8500000,17000000,17000000,2021 UFA,,,,,,Young,#N/A,13,Larry ,aints,Larry Warford,Bills - Mitch Morse,Bills - Mitch Morse,,,
center,Mitch Morse,Bills,26,44500000,11125000,26500000,20400000,2023 UFA,,,,,,Young,#N/A,11,Mitch ,Bills,Mitch Morse,Steelers - Maurkice Pouncey,Steelers - Maurkice Pouncey,,,
center,Maurkice Pouncey,Steelers,30,22000000,11000000,15000000,12000000,2022 UFA,,,,,,Young,Thirty,16,Maurki,elers,Maurkice Pouncey,Buccaneers - Ryan Jensen,Buccaneers - Ryan Jensen,,,
center,Ryan Jensen,Buccaneers,28,42000000,10500000,22000000,22000000,2022 UFA,,,,,,Young,#N/A,11,Ryan J,neers,Ryan Jensen,Bills - Conor McDermott,Bills - Conor McDermott,,,
right-tackle,Conor McDermott,Bills,27,2535028,633757,135028,135028,2021 UFA,,,,,,Young,#N/A,15,Conor ,Bills,Conor McDermott,Colts - William Poehls,Colts - William Poehls,,,
right-tackle,William Poehls,Colts,28,1230000,615000,0,0,2021 RFA,,,,,,Young,#N/A,14,Willia,Colts,William Poehls,49ers - Willie Beavers,49ers - Willie Beavers,,,
