Rk,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
389,Joël Veltman,nl NED,DF,Brighton,30,6,6,492,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.02,0.01,0.02,Matches,dad4b285
390,Fabio Vieira,pt POR,MF,Arsenal,22,2,1,106,1.2,1,0,1,0,0,0,0,0.85,0,0.85,0.85,0.85,0.1,0.1,0,0.1,0.08,0.04,0.12,0.08,0.12,Matches,6412cc03
391,Rúben Vinagre,pt POR,DF,Everton,23,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b937e490
392,Carlos Vinícius,br BRA,FW,Fulham,27,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8b529245
393,Kyle Walker,eng ENG,DF,Manchester City,32,6,6,520,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0.03,0.02,0.05,0.03,0.05,Matches,86dd77d1
394,Kyle Walker-Peters,eng ENG,DF,Southampton,25,7,7,629,7,1,0,1,0,0,0,0,0.14,0,0.14,0.14,0.14,0.5,0.5,0.2,0.7,0.07,0.03,0.1,0.07,0.1,Matches,984a5a64
395,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,24,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9e525177
396,Danny Ward,wls WAL,GK,Leicester City,29,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d3ce0e89
397,Joel Ward,eng ENG,DF,Crystal Palace,32,5,5,450,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8a7ff278
398,James Ward-Prowse,eng ENG,MF,Southampton,27,7,7,630,7,1,1,1,0,0,2,0,0.14,0.14,0.29,0.14,0.29,0.4,0.4,1.1,1.5,0.05,0.16,0.21,0.05,0.21,Matches,3515d404
399,Ollie Watkins,eng ENG,FW,Aston Villa,26,7,6,565,6.3,1,2,1,0,0,0,0,0.16,0.32,0.48,0.16,0.48,1.2,1.2,1.1,2.3,0.19,0.18,0.37,0.19,0.37,Matches,aed3a70f
400,Adam Webster,eng ENG,DF,Brighton,27,6,6,540,6,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0,0.6,0.1,0,0.11,0.1,0.11,Matches,c40b6180
401,Danny Welbeck,eng ENG,FW,Brighton,31,6,5,474,5.3,0,1,0,0,0,0,0,0,0.19,0.19,0,0.19,1.1,1.1,1.1,2.2,0.2,0.21,0.41,0.2,0.41,Matches,ce5143da
402,Ben White,eng ENG,DF,Arsenal,24,7,7,556,6.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.6,0.6,0,0.09,0.09,0,0.09,Matches,35e413f1
403,Neco Williams,wls WAL,DF,Nott'ham Forest,21,7,7,627,7,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0.9,1.4,0.07,0.13,0.2,0.07,0.2,Matches,dd323728
404,Willian,br BRA,FWMF,Fulham,34,2,1,100,1.1,0,1,0,0,0,0,0,0,0.9,0.9,0,0.9,0,0,0.1,0.1,0,0.1,0.1,0,0.1,Matches,8b9ebd03
405,Joe Willock,eng ENG,MF,Newcastle Utd,23,7,7,576,6.4,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.6,2.1,0.23,0.09,0.32,0.23,0.32,Matches,a3b03921
406,Callum Wilson,eng ENG,FW,Newcastle Utd,30,3,3,244,2.7,2,0,2,0,0,0,0,0.74,0,0.74,0.74,0.74,1.2,1.2,0.2,1.4,0.45,0.06,0.51,0.45,0.51,Matches,c596fcb0
407,Yoane Wissa,cd COD,FW,Brentford,26,7,3,284,3.2,2,1,2,0,0,1,0,0.63,0.32,0.95,0.63,0.95,1.5,1.5,0,1.5,0.48,0,0.48,0.48,0.48,Matches,2500cef9
408,Chris Wood,nz NZL,FW,Newcastle Utd,30,7,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.13,0.04,0.17,0.13,0.17,Matches,4e9a0555
409,Joe Worrall,eng ENG,DF,Nott'ham Forest,25,7,6,568,6.3,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.03,0.04,0.06,0.03,0.06,Matches,a5212312
410,Granit Xhaka,ch SUI,MF,Arsenal,29,7,7,627,7,1,3,1,0,0,2,0,0.14,0.43,0.57,0.14,0.57,0.8,0.8,0.9,1.8,0.12,0.13,0.26,0.12,0.26,Matches,e61b8aee
411,Ryan Yates,eng ENG,MF,Nott'ham Forest,24,5,4,358,4,0,1,0,0,0,0,0,0,0.25,0.25,0,0.25,0.9,0.9,0.1,1,0.23,0.03,0.26,0.23,0.26,Matches,c1fe2a48
412,Ashley Young,eng ENG,DF,Aston Villa,37,3,1,155,1.7,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0.02,0.06,0.04,0.06,Matches,be927d03
413,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,29,5,5,441,4.9,4,0,4,0,1,1,0,0.82,0,0.82,0.82,0.82,2.7,1.7,1.1,2.9,0.54,0.23,0.78,0.35,0.59,Matches,b2bc3b1f
414,Jordan Zemura,zw ZIM,DF,Bournemouth,22,6,6,473,5.3,0,1,0,0,0,1,0,0,0.19,0.19,0,0.19,0,0,0.6,0.6,0,0.12,0.12,0,0.12,Matches,e8271ad9
415,Oleksandr Zinchenko,ua UKR,DF,Arsenal,25,4,4,321,3.6,0,1,0,0,0,0,0,0,0.28,0.28,0,0.28,0.1,0.1,0.3,0.4,0.04,0.07,0.11,0.04,0.11,Matches,51cf8561
416,Hakim Ziyech,ma MAR,MF,Chelsea,29,2,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0.09,0.11,0.2,0.09,0.2,Matches,6622454d
417,Kurt Zouma,fr FRA,DF,West Ham,27,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.07,0,0.07,0.07,0.07,Matches,ce4246f5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
